price,sqft_living,sqft_lot,sqft_basement,yr_built
240500.0,1240,12092,280.0,1922
740000.0,2050,4400,0.0,1922
186375.0,1000,7636,0.0,1952
279000.0,2240,11180,0.0,1955
295000.0,1810,10530,0.0,1991
640000.0,1070,5000,0.0,1924
260000.0,1960,5238,0.0,2003
265000.0,1420,8250,0.0,1954
245000.0,1740,11547,0.0,1954
684000.0,3040,8414,620.0,2010
552250.0,2580,5823,0.0,2002
165000.0,1000,7134,0.0,1943
239900.0,1000,7134,0.0,1943
206600.0,1390,13464,0.0,1987
300000.0,1910,4862,0.0,2005
420000.0,1750,9600,0.0,1954
679900.0,2440,5750,460.0,2000
380000.0,2760,11340,0.0,1978
329500.0,1820,7912,0.0,1994
673000.0,2990,10400,0.0,2002
280000.0,1430,7222,0.0,1993
297000.0,1450,7562,0.0,1994
450000.0,1640,13500,530.0,1940
275000.0,1590,7750,530.0,1997
595000.0,2020,2849,0.0,1960
389000.0,2130,5337,0.0,2001
799000.0,2510,11585,0.0,1969
365500.0,1410,9600,0.0,1983
252350.0,1650,7352,490.0,1979
345000.0,1550,7620,0.0,1957
490000.0,1980,3128,0.0,1979
330000.0,1220,10000,0.0,1950
269900.0,1530,8750,0.0,1968
557000.0,1710,2096,420.0,2008
352000.0,940,5000,0.0,1937
322500.0,1820,6753,0.0,1994
650000.0,1510,2000,180.0,2001
278500.0,1570,5250,0.0,1998
364950.0,1930,6957,0.0,1995
268000.0,1550,8134,0.0,1991
577500.0,2000,7251,0.0,1995
339000.0,2390,7480,0.0,1920
355000.0,1860,5028,0.0,2012
482000.0,950,3960,0.0,1941
625000.0,1600,9135,0.0,1955
538000.0,2250,11632,0.0,1988
380000.0,2280,10255,0.0,1985
245000.0,1530,8500,500.0,1996
397000.0,1440,7680,240.0,1971
365000.0,2200,4052,0.0,2005
328500.0,2290,8250,0.0,1990
237000.0,1490,2138,0.0,2005
525000.0,2450,5280,0.0,2003
749000.0,1710,9627,270.0,1976
578000.0,2120,10875,580.0,1977
227950.0,1670,8230,0.0,1954
196000.0,2070,11576,0.0,1974
641000.0,1420,5332,350.0,1953
205000.0,940,7980,0.0,1960
400000.0,1920,9102,0.0,1968
505000.0,1260,5460,0.0,1972
333500.0,1220,9732,0.0,1965
232000.0,1400,10403,0.0,1976
811000.0,1870,9897,0.0,1960
551000.0,2830,5802,0.0,2001
496500.0,2260,3640,0.0,1994
255000.0,1240,8659,0.0,1986
348000.0,2570,8491,0.0,1989
230000.0,1510,3413,0.0,1985
359500.0,2390,11250,0.0,1988
330000.0,980,7000,0.0,1953
465000.0,1480,6360,0.0,1954
325000.0,1850,7324,0.0,1997
342500.0,1810,5192,0.0,1993
520000.0,1890,3006,0.0,2003
460000.0,1610,2527,530.0,2005
438924.0,1050,4590,200.0,1949
328500.0,1950,8130,0.0,1990
525000.0,1350,6000,450.0,1950
699900.0,2810,7302,0.0,2002
452000.0,1580,7350,620.0,1963
370000.0,1680,5036,0.0,1987
232000.0,1300,11230,0.0,1968
397500.0,1510,6710,440.0,1972
725000.0,2110,4140,400.0,1925
437500.0,2120,4500,0.0,2000
650000.0,3180,5438,0.0,2003
342000.0,1930,11947,0.0,1966
280000.0,1670,11610,0.0,1963
240000.0,1330,7200,0.0,1993
529000.0,1210,3328,0.0,1924
442000.0,1190,5100,160.0,1941
615000.0,1540,6872,0.0,1946
480000.0,2600,7787,0.0,2005
290000.0,1330,8184,0.0,1949
300000.0,1100,7680,0.0,1950
750000.0,2400,7745,0.0,2001
288000.0,1190,7560,0.0,1958
235000.0,1690,11054,0.0,1930
275000.0,940,5000,0.0,1951
727500.0,1240,9119,0.0,1952
650000.0,3040,6587,0.0,2003
365000.0,1590,7085,0.0,1944
270500.0,1780,7848,460.0,1978
200000.0,1360,1898,0.0,1978
160000.0,1010,9600,0.0,1962
204000.0,1040,7405,0.0,1971
358000.0,1610,6655,0.0,1985
452000.0,1570,8268,0.0,1979
249000.0,1360,6082,0.0,1994
346900.0,1970,5106,0.0,1999
280000.0,1560,4350,0.0,2003
318888.0,2320,12000,50.0,1973
782000.0,2380,9614,0.0,1991
215000.0,1320,8865,0.0,1943
451000.0,1790,9813,0.0,1949
261000.0,750,8125,0.0,1943
396000.0,1300,8280,0.0,1956
238000.0,1400,7242,0.0,1959
750000.0,2750,9563,0.0,1973
331500.0,2050,10271,0.0,1998
435000.0,1840,5680,0.0,2008
260000.0,1180,5350,0.0,1959
338900.0,1830,5612,0.0,2003
720000.0,3200,7708,0.0,2004
263500.0,1330,9917,290.0,1981
266000.0,1805,3402,0.0,2009
530000.0,2320,5493,0.0,2004
180000.0,1384,8960,0.0,1965
619000.0,2720,6439,0.0,2005
264000.0,1820,10608,0.0,1962
730000.0,2130,4920,600.0,1941
439000.0,2060,10070,0.0,1975
268500.0,1420,7500,340.0,1981
370000.0,2110,13300,0.0,1985
290000.0,1610,2937,0.0,2006
296000.0,1780,3600,0.0,2006
360000.0,1840,9611,0.0,1996
240500.0,1460,10584,470.0,1997
372500.0,1400,2958,0.0,2007
507000.0,1670,6460,0.0,2004
185000.0,1430,10816,0.0,1994
460000.0,1440,7070,0.0,1980
435500.0,1450,4789,0.0,1985
443500.0,940,6804,0.0,1949
223000.0,1670,6824,370.0,1990
340000.0,1100,1760,0.0,1997
533600.0,1930,5080,0.0,1990
695000.0,2540,4694,0.0,2005
242000.0,1280,7524,0.0,1988
425000.0,1820,8814,540.0,1967
525000.0,1490,9414,0.0,1981
485000.0,1880,5502,0.0,1988
175000.0,1250,9775,0.0,1971
210000.0,1440,7210,0.0,1983
260000.0,1920,7415,0.0,1989
200000.0,1210,10588,0.0,1958
325000.0,990,6750,0.0,1947
289500.0,960,6400,140.0,1944
543500.0,1270,2790,280.0,1970
218000.0,960,9633,0.0,1982
426700.0,2080,7700,480.0,1968
650000.0,2690,11575,0.0,1957
415000.0,1070,8000,0.0,1977
214000.0,1200,8316,0.0,1953
245000.0,1360,8910,0.0,1949
314500.0,2050,13303,0.0,1993
378000.0,1300,3850,500.0,1963
430000.0,2360,6699,0.0,2003
240000.0,1760,6500,0.0,1987
425000.0,1260,7645,0.0,1925
220000.0,1000,6020,0.0,1944
337000.0,1470,3976,0.0,1999
495000.0,990,6000,0.0,1943
475000.0,1640,5097,0.0,1969
323000.0,1290,12231,0.0,1976
331000.0,1300,9079,0.0,1986
655000.0,2630,4000,0.0,2002
435000.0,1700,6380,0.0,1940
497000.0,1870,9315,520.0,1975
280000.0,1010,3000,0.0,1925
222000.0,1440,7187,470.0,1981
609900.0,3190,7399,0.0,2006
400000.0,1420,4875,0.0,1930
802541.0,2990,6768,0.0,2014
320000.0,2680,7757,0.0,1990
507000.0,2730,7649,0.0,2006
387500.0,1220,8329,0.0,1946
396000.0,1500,12616,0.0,1967
373000.0,1830,11788,400.0,1958
359900.0,2470,7698,0.0,1983
410000.0,800,4342,130.0,1927
245000.0,1410,5760,0.0,1985
268000.0,1680,9966,580.0,1977
195000.0,820,5100,0.0,1953
480000.0,2180,10575,450.0,1950
130000.0,880,9000,0.0,1928
325000.0,1060,5703,0.0,1946
440000.0,1530,7245,0.0,1984
310000.0,1490,7150,0.0,1967
390000.0,2340,8548,0.0,1993
243000.0,1450,12125,0.0,1981
639000.0,2210,9875,0.0,1990
215000.0,1130,7400,0.0,1969
405000.0,1550,10500,450.0,1961
405500.0,1010,8108,0.0,1954
452000.0,2660,13579,0.0,1937
730000.0,2660,13579,0.0,1937
267000.0,1300,9644,0.0,1994
289950.0,1670,6186,0.0,2002
636000.0,2140,2770,370.0,2007
320000.0,1650,9380,520.0,1978
210000.0,1440,5680,0.0,1978
245000.0,1050,5900,0.0,1950
328000.0,1470,7650,340.0,1983
501000.0,1970,7972,600.0,1976
403000.0,2090,8354,0.0,2012
347500.0,2156,3562,0.0,2012
365000.0,2070,8893,0.0,1986
233000.0,1400,9177,0.0,1974
459000.0,1170,4887,150.0,1929
305000.0,1160,9750,0.0,1967
395000.0,1500,4000,600.0,1925
560000.0,2940,6000,0.0,2000
449950.0,2170,4912,0.0,2003
517500.0,1430,5200,180.0,1940
435000.0,1510,6460,440.0,1970
329999.0,1150,6908,350.0,1952
447000.0,1370,6001,140.0,1944
699800.0,2380,6600,0.0,2010
374950.0,2730,4683,0.0,2005
260000.0,1100,10968,0.0,1984
429900.0,2640,8625,0.0,1987
341500.0,1130,7223,0.0,1961
465250.0,1940,7642,0.0,1957
390000.0,1200,10800,0.0,1955
269950.0,1890,4838,160.0,2002
370000.0,2710,5880,0.0,1998
400000.0,1590,8219,620.0,1938
218000.0,1930,8040,0.0,1966
500000.0,1280,5400,0.0,1964
408200.0,1800,5761,0.0,1990
522000.0,1730,8400,330.0,1980
675000.0,2810,11120,0.0,1982
249950.0,1330,7980,0.0,1952
710000.0,1740,9000,0.0,1958
470000.0,2100,4700,0.0,1999
422120.0,1630,4534,0.0,1987
385200.0,1550,7740,0.0,1954
500000.0,1690,4964,0.0,1989
308000.0,1960,12243,0.0,1989
581000.0,2600,4438,0.0,2004
361000.0,1950,8698,0.0,1999
345000.0,1250,7210,0.0,1964
347000.0,1680,4308,0.0,2004
310000.0,1150,3323,0.0,1988
250000.0,1130,5500,0.0,1941
682000.0,2760,5000,0.0,2005
246500.0,1430,8919,0.0,1992
310950.0,2030,4997,0.0,2004
226000.0,970,5000,0.0,1968
175000.0,1300,6030,0.0,1947
465750.0,1260,10350,0.0,1959
270000.0,1900,8600,0.0,1975
430000.0,1350,4003,0.0,2004
419950.0,1350,4003,0.0,2004
332000.0,2470,7780,0.0,2002
320000.0,1340,5175,400.0,1987
456500.0,2000,2309,0.0,2008
352000.0,1640,11050,0.0,1972
512000.0,1610,12555,530.0,1977
254000.0,2070,9000,620.0,1969
535800.0,1900,5790,0.0,1994
327000.0,2400,8050,0.0,1998
370500.0,1790,6120,0.0,2005
265000.0,1720,6271,0.0,1993
166600.0,1150,8690,0.0,1977
565000.0,910,5212,0.0,1951
539900.0,1650,10150,420.0,1976
280000.0,2050,7416,0.0,1990
275000.0,1420,8549,0.0,1989
457500.0,1500,4445,0.0,1996
469950.0,1620,8701,400.0,1962
147500.0,1530,8498,0.0,1959
390000.0,1910,11576,500.0,1978
229000.0,1020,8100,0.0,1954
185000.0,1150,8100,0.0,1932
414900.0,1260,9570,390.0,1941
225000.0,1800,9350,0.0,1969
700000.0,2400,3118,620.0,1928
374000.0,1330,10640,0.0,1976
480000.0,1940,10035,0.0,1994
395000.0,2910,5000,0.0,2002
340000.0,1090,6771,0.0,1954
431650.0,1710,7700,0.0,1962
730000.0,2190,9009,350.0,1977
291500.0,1260,9600,0.0,1988
300000.0,1480,6698,400.0,1979
530000.0,1250,6041,0.0,1942
314950.0,1654,8479,0.0,1995
255000.0,1410,9315,0.0,1960
234000.0,1420,8738,0.0,1966
205000.0,1410,8384,0.0,1985
324000.0,1750,7208,0.0,1994
570000.0,1570,1777,310.0,2007
324000.0,1920,5322,0.0,1999
270000.0,1000,10320,0.0,1943
290000.0,2120,7700,0.0,1962
250000.0,1440,9220,0.0,1965
255000.0,1340,8450,0.0,1958
451000.0,1560,4049,560.0,1926
300000.0,1320,2614,0.0,2005
378000.0,2790,4650,0.0,2004
299995.0,1060,7200,0.0,1951
260000.0,1810,7480,580.0,1977
369950.0,2430,10720,0.0,1977
435000.0,1410,6750,0.0,1929
601000.0,1330,6743,0.0,1958
460500.0,1490,10650,340.0,1963
700000.0,1980,4560,0.0,1920
345500.0,1350,8581,0.0,1944
385000.0,1010,7380,0.0,1982
210000.0,1520,6174,0.0,1920
335000.0,1570,7500,270.0,1953
196500.0,1320,9000,0.0,1966
440000.0,1560,7207,310.0,1983
752500.0,2360,8616,0.0,1974
265000.0,1070,9000,0.0,1950
524250.0,1710,3469,0.0,1999
765000.0,2790,10819,0.0,1996
648000.0,2620,5450,0.0,2001
237500.0,1050,7854,0.0,1975
216000.0,1280,8712,0.0,1956
427200.0,1030,8400,0.0,1963
280000.0,1900,7800,510.0,1977
420000.0,1760,4139,0.0,2010
379000.0,930,5400,0.0,1952
326100.0,880,7683,0.0,1942
283000.0,2130,8560,570.0,1992
260000.0,1480,7469,360.0,1940
399000.0,1500,6388,0.0,1951
484950.0,1670,5004,0.0,1987
640000.0,2060,9828,0.0,1960
585000.0,2160,8158,500.0,1952
253000.0,1490,7651,0.0,1988
178500.0,740,6460,0.0,1953
291000.0,1860,6325,0.0,1991
553500.0,850,2340,0.0,1922
189950.0,1030,4188,0.0,1981
289000.0,1850,9550,0.0,1988
270000.0,1560,8853,0.0,1967
258000.0,1730,8320,500.0,1977
530000.0,1930,7214,0.0,2005
245000.0,1422,3677,0.0,2012
515000.0,2430,4203,0.0,2001
325000.0,2610,7091,0.0,1987
280300.0,920,5000,430.0,1949
538200.0,1780,7260,0.0,1964
429000.0,1080,3600,0.0,1922
164808.0,1250,5411,0.0,1980
520000.0,1870,7700,0.0,1977
475000.0,1700,8432,470.0,1977
321500.0,1930,6228,0.0,2000
287000.0,1370,6000,0.0,1992
375000.0,960,8106,0.0,1962
349500.0,1260,7128,0.0,1969
446450.0,1480,7749,0.0,1960
315000.0,1930,9643,0.0,1992
315000.0,1300,8400,0.0,1953
245000.0,1490,6930,0.0,1990
543115.0,1380,5484,350.0,1947
554000.0,1920,6045,0.0,2003
249900.0,2080,12522,0.0,1950
415000.0,1480,2200,0.0,1995
380000.0,2000,6921,0.0,2003
566000.0,1560,5259,0.0,1999
218500.0,1600,8961,210.0,1949
197500.0,820,8860,0.0,1950
470000.0,1780,8784,550.0,1977
515000.0,1920,11500,0.0,1972
648000.0,2380,13435,0.0,1992
379000.0,1140,10320,0.0,1963
699000.0,1670,5375,400.0,1952
425000.0,1560,9452,0.0,1974
249500.0,1500,8645,0.0,1963
275000.0,1410,9000,0.0,1953
140000.0,730,6890,0.0,1926
250000.0,1190,6250,200.0,1954
318000.0,1410,8909,0.0,1988
360000.0,1050,9206,0.0,1954
356700.0,1090,5000,360.0,1942
325000.0,1040,7541,0.0,1951
208000.0,1810,8677,0.0,1962
515000.0,2360,11254,0.0,1990
490000.0,1970,3400,550.0,1929
225000.0,1370,9000,0.0,1962
385000.0,1850,11700,0.0,1969
448000.0,1530,3056,0.0,2003
430000.0,1810,7300,570.0,1976
435000.0,1560,3987,0.0,2002
241000.0,1010,9611,0.0,1973
453500.0,1000,1760,400.0,1924
151000.0,720,4222,0.0,1942
195000.0,1260,8378,420.0,1959
550000.0,1810,12825,0.0,1960
200000.0,1230,4380,0.0,1947
367000.0,2960,6219,0.0,2006
285167.0,2200,8375,0.0,1988
350900.0,2540,12843,0.0,1992
660000.0,3030,9273,0.0,1988
525000.0,1520,8835,0.0,1957
262000.0,1560,7800,0.0,1997
353000.0,1350,7740,490.0,1947
224500.0,1430,8355,0.0,1983
239000.0,940,8571,0.0,1950
332500.0,1500,6332,0.0,1953
303000.0,1560,4100,0.0,1985
400000.0,1130,4100,140.0,1941
225000.0,1020,8437,0.0,1987
219000.0,1310,2550,0.0,2004
605000.0,2570,9487,0.0,1989
620000.0,1770,7700,0.0,1962
687500.0,3190,10970,0.0,1994
225500.0,1440,7950,0.0,1962
252500.0,1150,6000,0.0,1956
510000.0,1860,3658,0.0,1994
510000.0,2430,5203,0.0,2003
492000.0,880,2970,0.0,1927
298900.0,1830,6162,0.0,1994
350000.0,1010,8580,0.0,1961
305000.0,2230,5000,0.0,2003
315000.0,1570,2865,0.0,2003
267500.0,2390,6600,0.0,1977
482500.0,2940,7500,0.0,1966
439995.0,1570,8400,0.0,1959
460000.0,1520,7500,340.0,1967
194000.0,1070,6440,0.0,1971
605000.0,2010,3667,0.0,2008
359000.0,1450,3850,0.0,2004
505000.0,1500,2500,0.0,2002
565000.0,2500,7394,0.0,1990
585000.0,1280,7110,280.0,1955
235000.0,1170,11100,0.0,1968
343000.0,1230,7560,0.0,1961
334950.0,1620,2930,0.0,2002
405000.0,1760,5355,600.0,1956
220000.0,1440,8250,0.0,1959
406000.0,880,3000,0.0,1924
357000.0,1540,4000,400.0,1990
277000.0,770,8149,0.0,1948
254000.0,1850,4597,0.0,2003
472800.0,1840,8400,550.0,1961
179950.0,960,10125,0.0,1952
525000.0,1580,7307,420.0,1973
651000.0,1940,6440,0.0,1940
470000.0,1170,4400,300.0,1951
245000.0,1600,4271,0.0,2003
455000.0,2090,8653,0.0,1989
485500.0,2320,3974,0.0,1999
130000.0,1110,7520,0.0,1960
320000.0,2280,7417,0.0,1998
234000.0,1200,11935,0.0,1968
211000.0,1710,8288,0.0,1970
680000.0,3000,6320,600.0,1969
457000.0,2800,7845,0.0,2002
349000.0,1640,7261,0.0,1989
350000.0,2530,10155,0.0,1998
208000.0,990,7420,0.0,1960
250275.0,790,11234,0.0,1942
435000.0,790,11234,0.0,1942
270000.0,1800,7763,330.0,1984
438000.0,1650,12940,0.0,1961
685100.0,2790,5423,0.0,1999
410500.0,1980,5000,0.0,2008
449000.0,1510,6852,0.0,2005
276900.0,1270,7566,0.0,1958
295700.0,1720,5805,0.0,2000
530000.0,2010,11817,0.0,1986
467000.0,1690,6642,0.0,2004
302495.0,2200,7201,0.0,1994
320000.0,2300,12000,530.0,1942
750000.0,2630,7957,0.0,2003
403000.0,1700,4125,0.0,2004
445000.0,2470,4565,0.0,2005
371025.0,1530,8925,0.0,1977
320000.0,1580,6561,380.0,1981
325000.0,2963,5797,0.0,2006
350000.0,2470,10290,240.0,1984
170000.0,1370,10176,0.0,1947
550000.0,1130,7500,250.0,1947
420000.0,1150,5120,350.0,1946
389250.0,1490,4080,560.0,1956
284000.0,1530,9600,330.0,1988
372500.0,1680,8648,0.0,1963
285000.0,1900,7194,0.0,1988
360000.0,1570,9467,0.0,1954
428000.0,1350,4225,0.0,2003
316000.0,1010,7838,0.0,1977
375000.0,2050,7205,0.0,2000
533000.0,1670,4080,500.0,1967
255000.0,1180,13650,0.0,1967
530000.0,2950,4836,0.0,2006
548000.0,2100,8880,0.0,1958
234975.0,1650,8073,550.0,1980
432000.0,1750,12528,0.0,1967
455000.0,1380,6657,0.0,1986
279950.0,1510,11234,300.0,1965
267500.0,1600,9072,0.0,1963
110000.0,830,7590,0.0,1943
625000.0,1810,1846,370.0,2009
389000.0,910,7000,0.0,1952
567000.0,2100,6936,500.0,1974
430000.0,2452,4800,0.0,1936
805000.0,1550,6000,0.0,1920
567500.0,2080,4556,0.0,1999
435000.0,2730,7506,0.0,1987
445950.0,1300,7800,0.0,1968
274500.0,1720,9000,400.0,1969
735000.0,3100,5600,0.0,2005
345000.0,1350,4494,430.0,1949
643000.0,2270,8391,0.0,1988
690000.0,2820,8307,0.0,1990
282000.0,1200,11111,0.0,1949
700000.0,2330,11424,0.0,1984
290000.0,1440,11250,0.0,1967
372000.0,1960,9300,620.0,1979
450000.0,1250,2890,460.0,1920
303700.0,1981,5700,0.0,2010
672000.0,2440,10049,0.0,1989
334000.0,1150,9360,0.0,1970
260000.0,1120,5650,0.0,1944
505000.0,1860,8060,0.0,1987
234000.0,1490,8366,480.0,1975
503000.0,2470,5044,0.0,2005
433500.0,1230,6000,450.0,1937
719000.0,2120,9307,0.0,1984
267000.0,2495,4400,0.0,2007
651000.0,2740,7140,0.0,1993
439000.0,1050,5671,200.0,1949
325000.0,1130,5070,0.0,1955
490000.0,880,6380,0.0,1938
519900.0,2403,6172,0.0,1999
408000.0,1200,3900,0.0,2006
292000.0,2060,5950,0.0,2000
253000.0,1250,10122,0.0,1994
280000.0,910,4662,0.0,1942
439000.0,2240,8300,0.0,1978
300000.0,1260,3855,0.0,1999
345000.0,1360,13496,0.0,1960
283500.0,2100,8050,0.0,1978
750000.0,2360,12987,0.0,1983
245000.0,1280,8000,0.0,1960
706000.0,2740,7571,0.0,2009
241000.0,1650,6000,0.0,1990
530000.0,1500,5750,450.0,1927
350000.0,1430,12199,300.0,1948
389000.0,1280,9630,0.0,1968
799000.0,2390,6820,250.0,1945
340895.0,920,8612,0.0,1947
780000.0,2730,10281,0.0,1996
470000.0,2620,4874,0.0,1999
354000.0,2900,4762,0.0,2005
470000.0,1900,6000,0.0,1920
715000.0,1760,5400,600.0,1927
265000.0,760,4000,0.0,1950
640000.0,1530,4944,0.0,1950
459000.0,1620,7330,530.0,1974
264950.0,1470,11599,400.0,1967
369500.0,1200,9194,0.0,1952
566000.0,2090,6294,0.0,2004
290000.0,1500,7308,290.0,1968
180000.0,870,5330,0.0,1969
215000.0,1010,6000,0.0,1944
302000.0,1010,6000,0.0,1944
235867.0,1330,5926,0.0,1942
500000.0,1760,11946,0.0,1978
382000.0,1800,4500,0.0,1995
755000.0,3020,13031,0.0,1989
459000.0,1560,3840,600.0,1924
140000.0,1090,10620,0.0,1959
757000.0,3190,5283,0.0,2007
765000.0,3190,5283,0.0,2007
359000.0,1890,6052,0.0,1955
400000.0,1390,7200,250.0,1965
260000.0,1050,5850,0.0,1980
650000.0,1710,5992,150.0,1928
280000.0,2100,8075,0.0,1978
515000.0,1730,7980,0.0,1965
400000.0,1500,2692,0.0,1986
652100.0,2380,5017,0.0,2003
235000.0,2180,7956,0.0,1980
640000.0,2341,9594,0.0,1997
455800.0,1690,4584,0.0,2002
250000.0,1030,8786,0.0,1956
514000.0,1610,9964,530.0,1977
423000.0,2660,5539,0.0,2004
420000.0,820,4025,0.0,1922
577000.0,2360,7490,0.0,1979
425000.0,970,8040,0.0,1956
495000.0,2460,4862,0.0,2004
340000.0,2690,8577,0.0,1987
499950.0,1820,1991,390.0,2014
206135.0,1340,11070,0.0,1978
300000.0,2000,9276,0.0,1968
230000.0,1220,9100,0.0,1970
442000.0,2520,7253,0.0,1990
399000.0,3060,5000,0.0,2001
360000.0,2390,7115,0.0,1999
390000.0,1320,7725,0.0,1978
190000.0,700,9500,0.0,1951
432900.0,2210,9226,0.0,1998
621138.0,2180,7741,0.0,1986
270000.0,2080,4252,530.0,2003
337000.0,1690,9087,0.0,1997
170000.0,970,8710,0.0,1962
425000.0,1570,7475,370.0,1983
