price,sqft_living,sqft_lot,sqft_basement,yr_built
450000.0,4090,7618.5,2000.0,1986
269000.0,1490,10000.0,390.0,1969
560000.0,1900,8744.0,0.0,1987
615000.0,1330,2400.0,0.0,1901
585188.0,2230,10026.0,800.0,1975
305000.0,1650,9480.0,430.0,1977
166950.0,1190,8820.0,0.0,1959
450000.0,2140,9897.0,0.0,1959
400000.0,2180,7508.0,760.0,1962
230000.0,1060,10228.0,0.0,1948
256883.0,1690,5025.0,0.0,2003
423000.0,1970,6480.0,840.0,1920
465000.0,2150,4084.0,0.0,2007
440000.0,1910,7618.5,0.0,1997
385000.0,1350,7618.5,0.0,1969
210000.0,860,11725.0,0.0,1943
297000.0,1940,7618.5,0.0,1994
470000.0,1010,5000.0,0.0,1952
226500.0,1300,7370.0,400.0,1976
274250.0,910,8450.0,0.0,1962
450000.0,2480,11010.0,850.0,1966
677900.0,2440,4587.0,0.0,2010
425000.0,1010,5864.0,0.0,1915
180250.0,900,9600.0,0.0,1941
464000.0,2300,3404.0,700.0,1920
320000.0,1550,7579.0,0.0,1993
625504.0,1270,1566.0,210.0,2014
592500.0,2240,12032.0,0.0,1983
465000.0,2714,7618.5,0.0,2005
477000.0,1720,6270.0,0.0,1978
280000.0,850,7618.5,0.0,1923
450000.0,3300,7618.5,1430.0,1957
445838.0,2250,5692.0,0.0,2000
450000.0,3900,7618.5,1950.0,1947
467000.0,1320,10800.0,0.0,1947
686000.0,2760,6440.0,0.0,1999
279950.0,1750,9750.0,400.0,1961
527000.0,2330,7618.5,0.0,1987
325000.0,2220,7618.5,440.0,1966
328000.0,2020,8379.0,0.0,1994
390000.0,1250,7500.0,0.0,1942
479950.0,1510,6516.0,0.0,2005
264950.0,1720,9753.0,600.0,1978
235000.0,1430,7618.5,450.0,1961
516500.0,1480,4729.0,0.0,2004
655000.0,1450,7618.5,220.0,1915
500000.0,2280,7618.5,0.0,1960
315000.0,2940,7350.0,1160.0,1978
213000.0,1000,10200.0,0.0,1961
475000.0,2480,5280.0,860.0,1947
450000.0,3760,7618.5,0.0,1983
416000.0,2220,7618.5,580.0,1976
410000.0,1970,4740.0,300.0,1904
450000.0,3830,7618.5,300.0,1993
472000.0,4410,7618.5,2060.0,1965
225000.0,1430,8505.0,0.0,1968
210000.0,830,6000.0,0.0,1940
455000.0,1430,5000.0,0.0,1925
225000.0,1300,8316.0,0.0,1954
480000.0,1030,3060.0,240.0,1918
363000.0,2740,11872.0,0.0,1990
450000.0,3650,8354.0,1820.0,2000
181000.0,720,5120.0,0.0,1954
250000.0,2010,7312.0,0.0,1976
481000.0,1560,3000.0,790.0,1918
260000.0,1810,7209.0,570.0,1978
455000.0,3360,7685.0,0.0,2001
415000.0,1510,7618.5,0.0,1991
349500.0,1400,3538.0,600.0,1953
245000.0,1730,7442.0,0.0,1987
592500.0,1420,9191.0,0.0,1928
385000.0,2360,7620.0,1180.0,1955
315000.0,1580,11455.0,380.0,1974
255000.0,1230,10170.0,0.0,1979
693000.0,2460,4425.0,0.0,2006
450000.0,1660,4400.0,200.0,1911
237000.0,1270,8470.0,0.0,1960
525000.0,2100,7618.5,780.0,1979
425000.0,770,5040.0,0.0,1930
369900.0,760,10079.0,0.0,1936
290000.0,1700,7280.0,0.0,1988
285000.0,1120,10701.0,0.0,1954
415000.0,1070,4500.0,0.0,1937
272500.0,2070,9900.0,650.0,1979
450000.0,5050,7618.5,300.0,1982
450000.0,5310,7618.5,0.0,1989
436000.0,1040,7538.0,0.0,1939
210000.0,1700,11390.0,0.0,1967
236000.0,1300,5898.0,0.0,1961
331000.0,1080,1306.0,500.0,1954
365000.0,2653,4510.0,0.0,2006
450000.0,2290,7618.5,0.0,1960
450000.0,3820,7618.5,970.0,2014
455000.0,2210,7618.5,0.0,1997
405000.0,2390,6000.0,1150.0,1908
304900.0,2600,11325.0,990.0,1969
170000.0,860,5265.0,0.0,1931
450000.0,3830,8480.0,1200.0,1905
450000.0,3500,7048.0,0.0,2005
330000.0,2420,7618.5,680.0,1988
370000.0,2720,8666.0,0.0,1992
467000.0,2500,7618.5,650.0,1979
405000.0,1670,6720.0,530.0,1980
675000.0,2900,10300.0,1450.0,1985
500000.0,1640,7618.5,500.0,1954
389999.0,1890,7618.5,0.0,1968
630000.0,2950,9025.0,1170.0,1975
360000.0,2160,9528.0,0.0,1992
580000.0,3280,11060.0,1010.0,1986
550000.0,1970,4166.0,700.0,1929
450000.0,3360,7618.5,0.0,1994
265000.0,1320,8959.0,0.0,1993
446500.0,2650,7286.0,0.0,1990
404000.0,2030,8880.0,700.0,1963
267500.0,1590,11914.0,500.0,1957
450000.0,4550,7618.5,1950.0,2002
335000.0,2440,7632.0,0.0,1998
576000.0,1940,9000.0,970.0,1948
208633.0,2040,3810.0,0.0,2006
315000.0,2200,8750.0,1080.0,1964
450000.0,1920,3300.0,960.0,1913
550000.0,1800,7750.0,400.0,1965
610750.0,2180,7297.0,0.0,1984
550700.0,1010,5000.0,0.0,1908
665000.0,3320,10574.0,0.0,1960
450000.0,2370,4000.0,390.0,1928
201000.0,1660,7618.5,0.0,1915
450000.0,3650,9050.0,280.0,1921
450000.0,4290,12103.0,1600.0,1997
450000.0,4290,12103.0,1600.0,1997
305000.0,1950,7700.0,600.0,1979
487000.0,2590,7618.5,870.0,1948
390000.0,1930,7618.5,0.0,1988
548000.0,1470,3864.0,300.0,1916
268750.0,800,8775.0,0.0,1943
450000.0,3150,7119.0,0.0,2013
520000.0,2030,7618.5,0.0,1984
230000.0,1450,11204.0,0.0,2003
240000.0,1510,10248.0,0.0,1969
232000.0,1240,12092.0,280.0,1922
240500.0,1240,12092.0,280.0,1922
274975.0,3030,7618.5,0.0,1987
450000.0,2050,4400.0,0.0,1922
186375.0,1000,7636.0,0.0,1952
450000.0,2370,10289.0,780.0,1977
450000.0,2800,6750.0,910.0,1951
279000.0,2240,11180.0,0.0,1955
295000.0,1810,10530.0,0.0,1991
640000.0,1070,5000.0,0.0,1924
450000.0,2490,9525.0,0.0,1968
260000.0,1960,5238.0,0.0,2003
559900.0,2930,5569.0,1070.0,2004
450000.0,1510,3500.0,0.0,1911
265000.0,1420,8250.0,0.0,1954
245000.0,1740,11547.0,0.0,1954
485000.0,2560,7618.5,0.0,1962
684000.0,3040,8414.0,620.0,2010
425000.0,2500,6840.0,1200.0,1957
309600.0,1275,7618.5,0.0,1991
552250.0,2580,5823.0,0.0,2002
165000.0,1000,7134.0,0.0,1943
239900.0,1000,7134.0,0.0,1943
320000.0,1070,7618.5,0.0,1930
206600.0,1390,7618.5,0.0,1987
387000.0,2500,7690.0,1250.0,1973
299000.0,560,12120.0,0.0,1967
450000.0,2270,10460.0,0.0,1965
315000.0,1900,7618.5,600.0,1954
437500.0,990,3120.0,200.0,1907
252000.0,1550,7618.5,500.0,1969
375000.0,2200,7475.0,1100.0,1955
300000.0,1910,4862.0,0.0,2005
420000.0,1750,9600.0,0.0,1954
450000.0,1330,7618.5,0.0,1928
679900.0,2440,5750.0,460.0,2000
463000.0,1640,7618.5,0.0,1992
380000.0,2760,11340.0,0.0,1978
329500.0,1820,7912.0,0.0,1994
604950.0,2110,5608.0,770.0,2013
450000.0,3040,9570.0,1400.0,1966
465000.0,1840,7618.5,0.0,1994
673000.0,2990,10400.0,0.0,2002
450000.0,3520,7618.5,0.0,1991
450000.0,2440,7618.5,530.0,1989
338000.0,2090,7500.0,720.0,1986
280000.0,1430,7222.0,0.0,1993
315000.0,2180,10754.0,1080.0,1954
530000.0,2180,10754.0,1080.0,1954
380000.0,3450,9914.0,0.0,2004
297000.0,1450,7562.0,0.0,1994
450000.0,3230,7331.0,0.0,2004
450000.0,1640,7618.5,530.0,1940
275000.0,1590,7750.0,530.0,1997
595000.0,2020,2849.0,0.0,1960
435000.0,1300,3348.0,0.0,1904
270000.0,1380,7618.5,0.0,1954
450000.0,4040,7618.5,1010.0,1986
389000.0,2130,5337.0,0.0,2001
560000.0,2550,7800.0,970.0,1968
450000.0,4800,7618.5,0.0,1998
450000.0,2510,11585.0,0.0,1969
365500.0,1410,9600.0,0.0,1983
252350.0,1650,7352.0,490.0,1979
403950.0,2120,7618.5,0.0,1993
385000.0,2040,10726.0,660.0,1954
345000.0,1550,7620.0,0.0,1957
490000.0,1980,3128.0,0.0,1979
330000.0,1600,7618.5,0.0,2005
450000.0,3300,12090.0,0.0,1953
450000.0,3840,7618.5,0.0,1983
330000.0,1220,10000.0,0.0,1950
530000.0,2720,8800.0,1220.0,1958
365000.0,1940,7618.5,0.0,1962
378750.0,2160,3000.0,900.0,1909
269900.0,1530,8750.0,0.0,1968
557000.0,1710,2096.0,420.0,2008
360000.0,3730,7618.5,1580.0,1974
352000.0,940,5000.0,0.0,1937
437000.0,1750,7618.5,0.0,1994
322500.0,1820,6753.0,0.0,1994
650000.0,1510,2000.0,180.0,2001
450000.0,1290,1213.0,0.0,2001
278500.0,1570,5250.0,0.0,1998
364950.0,1930,6957.0,0.0,1995
450000.0,2840,7618.5,0.0,1986
268000.0,1550,8134.0,0.0,1991
517534.0,833,7618.5,0.0,2006
632925.0,2990,7618.5,0.0,1978
577500.0,2000,7251.0,0.0,1995
339000.0,2390,7480.0,0.0,1920
570000.0,2910,7618.5,1380.0,1967
563500.0,2085,7618.5,475.0,1964
423000.0,2200,9351.0,910.0,1962
355000.0,1860,5028.0,0.0,2012
450000.0,6070,7618.5,0.0,1999
482000.0,950,3960.0,0.0,1941
625000.0,1600,9135.0,0.0,1955
538000.0,2250,11632.0,0.0,1988
380000.0,2280,10255.0,0.0,1985
375000.0,940,5120.0,0.0,1909
245000.0,1530,8500.0,500.0,1996
310000.0,2190,7618.5,0.0,1947
450000.0,2350,7618.5,580.0,1976
397000.0,1440,7680.0,240.0,1971
365000.0,2200,4052.0,0.0,2005
328500.0,2290,8250.0,0.0,1990
450000.0,4040,7618.5,0.0,1987
450000.0,2610,3277.0,690.0,1922
237000.0,1490,2138.0,0.0,2005
525000.0,2450,5280.0,0.0,2003
450000.0,1710,9627.0,270.0,1976
450000.0,4870,11800.0,1400.0,1983
450000.0,3130,8750.0,0.0,1991
438000.0,1270,1372.0,0.0,2000
578000.0,2120,10875.0,580.0,1977
227950.0,1670,8230.0,0.0,1954
196000.0,2070,11576.0,0.0,1974
641000.0,1420,5332.0,350.0,1953
350000.0,1250,7618.5,0.0,1980
205000.0,940,7980.0,0.0,1960
400000.0,1920,9102.0,0.0,1968
450000.0,3545,9816.0,935.0,2005
505000.0,1260,5460.0,0.0,1972
475000.0,2340,7200.0,1040.0,1975
520000.0,2590,9263.0,1150.0,1977
450000.0,3970,7618.5,710.0,1977
333500.0,1220,9732.0,0.0,1965
232000.0,1400,10403.0,0.0,1976
691100.0,2360,7618.5,650.0,1983
450000.0,1870,9897.0,0.0,1960
551000.0,2830,5802.0,0.0,2001
496500.0,2260,3640.0,0.0,1994
450000.0,1970,7618.5,200.0,1980
578000.0,3140,9225.0,1370.0,1966
255000.0,1240,8659.0,0.0,1986
450000.0,3450,7832.0,0.0,2007
348000.0,2570,8491.0,0.0,1989
230000.0,1510,3413.0,0.0,1985
359500.0,2390,11250.0,0.0,1988
330000.0,980,7000.0,0.0,1953
80000.0,430,5050.0,0.0,1912
465000.0,1480,6360.0,0.0,1954
325000.0,1850,7324.0,0.0,1997
340500.0,2270,7618.5,350.0,1947
342500.0,1810,5192.0,0.0,1993
290900.0,1610,7618.5,0.0,1930
450000.0,3840,6161.0,0.0,2000
450000.0,4110,8400.0,980.0,1928
450000.0,4190,10259.0,1040.0,2000
450000.0,3390,6298.0,0.0,2011
520000.0,1890,3006.0,0.0,2003
460000.0,1610,2527.0,530.0,2005
438924.0,1050,4590.0,200.0,1949
315000.0,630,6550.0,0.0,1918
590000.0,2910,10650.0,1130.0,1975
378500.0,1700,8640.0,850.0,1955
328500.0,1950,8130.0,0.0,1990
450000.0,2990,9773.0,0.0,1973
525000.0,1350,6000.0,450.0,1950
450000.0,4860,7618.5,0.0,1993
295000.0,2160,7725.0,700.0,1978
450000.0,4860,11793.0,1000.0,1998
207950.0,890,5000.0,0.0,1917
699900.0,2810,7302.0,0.0,2002
450000.0,3400,9500.0,0.0,1977
452000.0,1580,7350.0,620.0,1963
370000.0,1680,5036.0,0.0,1987
232000.0,1300,11230.0,0.0,1968
669950.0,2820,7618.5,440.0,1960
397500.0,1510,6710.0,440.0,1972
490000.0,1230,1391.0,360.0,2004
450000.0,2110,4140.0,400.0,1925
299000.0,3080,7618.5,1470.0,1958
625000.0,1490,5750.0,300.0,1900
437500.0,2120,4500.0,0.0,2000
650000.0,3180,5438.0,0.0,2003
475000.0,1490,3825.0,630.0,1929
342000.0,1930,11947.0,0.0,1966
450000.0,2770,7800.0,0.0,1999
280000.0,1670,11610.0,0.0,1963
240000.0,1330,7200.0,0.0,1993
529000.0,1210,3328.0,0.0,1924
442000.0,1190,5100.0,160.0,1941
615000.0,1540,6872.0,0.0,1946
450000.0,4030,10800.0,0.0,2006
585000.0,2430,7559.0,850.0,1981
480000.0,2600,7787.0,0.0,2005
450000.0,4410,7618.5,0.0,1990
290000.0,1330,8184.0,0.0,1949
615000.0,1900,5000.0,950.0,1951
300000.0,1100,7680.0,0.0,1950
308000.0,1980,7618.5,400.0,1932
450000.0,2400,7745.0,0.0,2001
450000.0,4760,8036.0,1370.0,1916
450000.0,3180,7618.5,0.0,2005
288000.0,1190,7560.0,0.0,1958
190000.0,630,6000.0,0.0,1943
515000.0,2530,5105.0,1010.0,2005
235000.0,1690,11054.0,0.0,1930
275000.0,940,5000.0,0.0,1951
450000.0,1240,9119.0,0.0,1952
650000.0,3040,6587.0,0.0,2003
450000.0,6050,7618.5,0.0,2001
365000.0,1590,7085.0,0.0,1944
662000.0,2500,7618.5,0.0,1984
270500.0,1780,7848.0,460.0,1978
200000.0,1360,1898.0,0.0,1978
450000.0,4740,7618.5,0.0,1987
160000.0,1010,9600.0,0.0,1962
204000.0,1040,7405.0,0.0,1971
358000.0,1610,6655.0,0.0,1985
452000.0,1570,8268.0,0.0,1979
595000.0,1510,4000.0,500.0,1900
249000.0,1360,6082.0,0.0,1994
346900.0,1970,5106.0,0.0,1999
450000.0,5403,7618.5,0.0,1976
280000.0,1560,4350.0,0.0,2003
318888.0,2320,12000.0,50.0,1973
530000.0,2120,7618.5,0.0,1967
375000.0,2120,7618.5,0.0,1983
450000.0,3350,7618.5,0.0,1988
450000.0,2380,9614.0,0.0,1991
259950.0,1070,649.0,350.0,2008
315000.0,2300,7618.5,740.0,1979
215000.0,1320,8865.0,0.0,1943
450000.0,2180,10221.0,1040.0,1946
450000.0,4380,6320.0,800.0,1952
451000.0,1790,9813.0,0.0,1949
261000.0,750,8125.0,0.0,1943
396000.0,1300,8280.0,0.0,1956
450000.0,2990,7618.5,0.0,1999
450000.0,4640,7618.5,1780.0,1965
238000.0,1400,7242.0,0.0,1959
450000.0,2750,9563.0,0.0,1973
331500.0,2050,10271.0,0.0,1998
460000.0,2230,7618.5,820.0,1978
404950.0,2340,7618.5,0.0,1982
450000.0,2870,5163.0,0.0,2014
450000.0,4120,7618.5,0.0,1997
638700.0,2080,9162.0,710.0,1960
435000.0,1840,5680.0,0.0,2008
260000.0,1180,5350.0,0.0,1959
671500.0,2160,4000.0,630.0,1927
610000.0,1180,3400.0,0.0,1907
405000.0,1160,7618.5,290.0,1937
338900.0,1830,5612.0,0.0,2003
450000.0,3200,7708.0,0.0,2004
442000.0,2560,5445.0,800.0,1927
650000.0,2550,5040.0,0.0,1902
263500.0,1330,9917.0,290.0,1981
300000.0,1220,7618.5,0.0,1963
266000.0,1805,3402.0,0.0,2009
450000.0,6050,7618.5,1900.0,2009
530000.0,2320,5493.0,0.0,2004
180000.0,1384,8960.0,0.0,1965
619000.0,2720,6439.0,0.0,2005
264000.0,1820,10608.0,0.0,1962
450000.0,2130,4920.0,600.0,1941
439000.0,2060,10070.0,0.0,1975
268500.0,1420,7500.0,340.0,1981
330000.0,1510,7618.5,0.0,1985
640000.0,2160,4000.0,200.0,1903
450000.0,3180,7618.5,0.0,1978
370000.0,2110,7618.5,0.0,1985
685000.0,2060,2900.0,730.0,1931
505000.0,1830,7618.5,820.0,1981
265000.0,1820,7618.5,0.0,1966
290000.0,1610,2937.0,0.0,2006
296000.0,1780,3600.0,0.0,2006
360000.0,1840,9611.0,0.0,1996
240500.0,1460,10584.0,470.0,1997
372500.0,1400,2958.0,0.0,2007
595000.0,3370,7618.5,0.0,2004
515000.0,3590,8249.0,0.0,1997
450000.0,3200,7618.5,0.0,1962
507000.0,1670,6460.0,0.0,2004
399950.0,2420,7618.5,0.0,1984
185000.0,1430,10816.0,0.0,1994
460000.0,1440,7070.0,0.0,1980
435500.0,1450,4789.0,0.0,1985
469000.0,3550,7618.5,1450.0,1966
531000.0,1270,1175.0,160.0,2000
443500.0,940,6804.0,0.0,1949
223000.0,1670,6824.0,370.0,1990
590000.0,3100,7618.5,700.0,1996
340000.0,1100,1760.0,0.0,1997
650000.0,1870,3388.0,640.0,1925
533600.0,1930,5080.0,0.0,1990
695000.0,2540,4694.0,0.0,2005
242000.0,1280,7524.0,0.0,1988
425000.0,1820,8814.0,540.0,1967
525000.0,1490,9414.0,0.0,1981
485000.0,1880,5502.0,0.0,1988
175000.0,1250,9775.0,0.0,1971
210000.0,1440,7210.0,0.0,1983
260000.0,1920,7415.0,0.0,1989
577000.0,2060,5750.0,730.0,1976
200000.0,1210,10588.0,0.0,1958
605000.0,1760,5000.0,820.0,1927
325000.0,990,6750.0,0.0,1947
289500.0,960,6400.0,140.0,1944
559950.0,1660,1458.0,0.0,2014
450000.0,1900,9375.0,570.0,1941
543500.0,1270,2790.0,280.0,1970
480000.0,3250,7618.5,0.0,1983
218000.0,960,9633.0,0.0,1982
565000.0,1330,6000.0,370.0,1914
426700.0,2080,7700.0,480.0,1968
650000.0,2690,11575.0,0.0,1957
542000.0,890,3060.0,120.0,1910
415000.0,1070,8000.0,0.0,1977
214000.0,1200,8316.0,0.0,1953
245000.0,1360,8910.0,0.0,1949
314500.0,2050,7618.5,0.0,1993
450000.0,3000,5750.0,1000.0,1924
378000.0,1300,3850.0,500.0,1963
305000.0,2250,9091.0,910.0,1982
595000.0,3740,6750.0,1760.0,1978
450000.0,1660,1091.0,130.0,2015
430000.0,2360,6699.0,0.0,2003
240000.0,1760,6500.0,0.0,1987
545000.0,1680,6200.0,0.0,1916
530000.0,1320,2500.0,450.0,1918
157000.0,870,7618.5,0.0,1939
425000.0,1260,7645.0,0.0,1925
220000.0,1000,6020.0,0.0,1944
521000.0,2020,7618.5,470.0,1976
325000.0,1920,6862.0,800.0,1952
597500.0,2150,5400.0,770.0,1911
337000.0,1470,3976.0,0.0,1999
450000.0,3180,10492.0,0.0,1991
450000.0,3930,7618.5,1600.0,1957
495000.0,990,6000.0,0.0,1943
450000.0,2770,3330.0,800.0,2001
450000.0,1250,8710.0,0.0,1953
269900.0,1140,7618.5,0.0,1986
496500.0,2250,7618.5,700.0,1967
475000.0,1640,5097.0,0.0,1969
312000.0,1255,1374.0,0.0,2004
323000.0,1290,7618.5,0.0,1976
331000.0,1300,9079.0,0.0,1986
306000.0,1220,1086.0,0.0,2007
655000.0,2630,4000.0,0.0,2002
290000.0,1950,7618.5,0.0,1959
450000.0,3160,5000.0,800.0,1965
460000.0,1550,4708.0,690.0,1949
435000.0,1700,6380.0,0.0,1940
664000.0,2510,11880.0,880.0,1978
450000.0,1800,4180.0,0.0,1921
385000.0,1800,7618.5,600.0,1968
497000.0,1870,9315.0,520.0,1975
280000.0,1010,3000.0,0.0,1925
188000.0,1120,7618.5,0.0,1924
478500.0,2090,4755.0,890.0,1969
450000.0,4370,7618.5,0.0,2001
222000.0,1440,7187.0,470.0,1981
450000.0,2580,7618.5,0.0,1984
609900.0,3190,7399.0,0.0,2006
413000.0,2380,5809.0,630.0,1995
400000.0,1420,4875.0,0.0,1930
450000.0,2990,6768.0,0.0,2014
320000.0,2680,7757.0,0.0,1990
507000.0,2730,7649.0,0.0,2006
387500.0,1220,8329.0,0.0,1946
396000.0,1500,7618.5,0.0,1967
373000.0,1830,11788.0,400.0,1958
450000.0,4570,7618.5,0.0,1965
359900.0,2470,7698.0,0.0,1983
410000.0,800,4342.0,130.0,1927
690000.0,2900,7618.5,0.0,1992
